Method,MRA,MRSPB,MRSPB_raw,MRSPB_other,MRSPB_ratio,MRSPB-F,MRSPB-F_raw,MRSPB-F_other,MRSPB-F_ratio,MRSPB-err,MRSPB-err_raw,MRSPB-err_other,MRSPB-err_ratio,MRSPB-FO,MRSPB-FO_raw,MRSPB-FO_other,MRSPB-FO_ratio,MRSPB-err-F,MRSPB-err-F_raw,MRSPB-err-F_other,MRSPB-err-F_ratio,MRSPB-err-FO,MRSPB-err-FO_raw,MRSPB-err-FO_other,MRSPB-err-FO_ratio
SR,0.8797961630695443,0.017987091808035052,0.0880628830269118,0.07007579121887675,1.2362315108347341,0.015611214731918165,0.08568700595079493,0.07007579121887675,1.1857155222489524,0.06250996771931326,0.7700481178471813,0.707538150127868,1.113272698449212,0.014123516002013201,0.08419930722088996,0.07007579121887675,1.143228134586023,0.05410110391630316,0.7616392540441712,0.707538150127868,1.1169340297262806,0.0521518564308627,0.7596900065587308,0.707538150127868,1.1298772133916397
AR,0.8879785060840217,0.017403854694022565,0.09139355182520649,0.07398969713118393,1.2041158182395895,0.014628297362110314,0.08861799449329424,0.07398969713118393,1.1619690836583394,0.056518155397631914,0.8005631727126649,0.744045017315033,1.0798833351215478,0.012940758504307667,0.08693045563549161,0.07398969713118393,1.130521693829823,0.046476807698737715,0.7905218250137708,0.744045017315033,1.0974114494137701,0.04525199072724602,0.789297008042279,0.744045017315033,1.1266917676250088
