committee,n_members,MRA
gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.7958189923767259
gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8072923036380897
gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.7936705787631544
gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.7882972698312862
gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8018092536296451
gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.7868160382852584
gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.7808643593013843
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8006097454443805
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,0.7949485254293551
gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7744569727623739
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+gpt_5,4,0.8046384986983943
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,0.8229554309275469
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,0.8197356313806337
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,4,0.8214774752345511
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,4,0.8177502824513281
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,4,0.8098567505867417
gemma_3_12b_it+gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct,4,0.8252115837075086
gemma_3_12b_it+gemma_3_4b_it+gpt_5+llama_4_scout_17b_16e_instruct,4,0.8222014387546517
gemma_3_12b_it+gemma_3_4b_it+gpt_5+qwen3_235b_instruct,4,0.8237048733045641
gemma_3_12b_it+gemma_3_4b_it+gpt_5+qwen3_30b_instruct,4,0.8210878307155628
gemma_3_12b_it+gemma_3_4b_it+gpt_5+qwen3_4b_instruct,4,0.8132146819365096
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.80674687410824
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8165054582991189
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8036415474256162
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.7969848320724939
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8130887435866077
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.7968521600246926
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.7879762362341376
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8109625329769206
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,0.80409325116038
gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7806297718259168
gemma_3_12b_it+gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct,4,0.7908164008129939
gemma_3_12b_it+gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct,4,0.7937042472526512
gemma_3_12b_it+gpt_120b_oss+gpt_5+qwen3_235b_instruct,4,0.7827325054888737
gemma_3_12b_it+gpt_120b_oss+gpt_5+qwen3_30b_instruct,4,0.7983011790159047
gemma_3_12b_it+gpt_120b_oss+gpt_5+qwen3_4b_instruct,4,0.7993121436599868
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.8128732652538276
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8073692861843446
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8153667353867836
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.8171555331341616
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8097439156489683
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8122160927372154
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8084494077257718
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8134978612319537
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8146802621847173
gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8049229519366843
gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.8160553924908713
gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8104611454711697
gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8195789364105969
gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.8213091327870666
gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8128277672950481
gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8164508607485834
gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8125418581220771
gemma_3_12b_it+gpt_5+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8175954073996423
gemma_3_12b_it+gpt_5+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8187257586875623
gemma_3_12b_it+gpt_5+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8099821429611382
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8061317417055401
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.7988640797619256
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.7964215673428028
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8081807877771372
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8106596985632837
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7920557652101496
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8050938422698604
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8020201821665474
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7834228005194774
gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7985992816418284
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+gpt_5,4,0.8022342045646464
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,0.8189095704410317
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,0.8168730818060579
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,4,0.8170399683188614
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,4,0.8165664255638835
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,4,0.8102008971469504
gemma_3_27b_it+gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct,4,0.8213473510724415
gemma_3_27b_it+gemma_3_4b_it+gpt_5+llama_4_scout_17b_16e_instruct,4,0.8194426245260933
gemma_3_27b_it+gemma_3_4b_it+gpt_5+qwen3_235b_instruct,4,0.8194657374891533
gemma_3_27b_it+gemma_3_4b_it+gpt_5+qwen3_30b_instruct,4,0.8200972491570138
gemma_3_27b_it+gemma_3_4b_it+gpt_5+qwen3_4b_instruct,4,0.8136298053124145
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.803244077257718
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8110600806005439
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8015965051743918
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.7966636164835101
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8089558910029061
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.7961229187413736
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.7886636193953794
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8084512276441229
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,0.802847153065325
gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7824080140468578
gemma_3_27b_it+gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct,4,0.7882792526396096
gemma_3_27b_it+gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct,4,0.7911620033078837
gemma_3_27b_it+gpt_120b_oss+gpt_5+qwen3_235b_instruct,4,0.7800461240106924
gemma_3_27b_it+gpt_120b_oss+gpt_5+qwen3_30b_instruct,4,0.7960290109544526
gemma_3_27b_it+gpt_120b_oss+gpt_5+qwen3_4b_instruct,4,0.7966108388513258
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.8087931903023102
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8027796340944959
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8119498386824373
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.8129749986896588
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8051491677877364
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8096440021314883
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8062231016067696
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8092700089103202
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8102169124284408
gemma_3_27b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,0.804685452591855
gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.8120750490649987
gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8060724123672915
gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8162053537630087
gemma_3_27b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.8172166823907612
gemma_3_27b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8083746090815382
gemma_3_27b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8139741338644584
gemma_3_27b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8105201108257478
gemma_3_27b_it+gpt_5+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8135080527747203
gemma_3_27b_it+gpt_5+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8143071789227248
gemma_3_27b_it+gpt_5+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8099754092632387
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8009138538008631
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.7958522968825528
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.79336392252098
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8034277070193523
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8050064861890036
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7907368703810471
gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8014075976495391
gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.7985912740010832
gemma_3_27b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7832318910844385
gemma_3_27b_it+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7971529925281432
gemma_3_4b_it+gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct,4,0.7953274324300714
gemma_3_4b_it+gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct,4,0.7974687483620735
gemma_3_4b_it+gpt_120b_oss+gpt_5+qwen3_235b_instruct,4,0.7870757406339722
gemma_3_4b_it+gpt_120b_oss+gpt_5+qwen3_30b_instruct,4,0.8028358695715475
gemma_3_4b_it+gpt_120b_oss+gpt_5+qwen3_4b_instruct,4,0.7999030711486159
gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.8166421341672927
gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8114948590946416
gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8202093561274467
gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.8178017861406666
gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8128492423315921
gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8189234018205007
gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8143246501388961
gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8177719394797072
gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8151128567767936
gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8105288464338336
gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.8185896287948937
gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.8134634647751162
gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.8229718101927075
gemma_3_4b_it+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.8203709648770316
gemma_3_4b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.814771986069617
gemma_3_4b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8218121582193336
gemma_3_4b_it+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8170852842858058
gemma_3_4b_it+gpt_5+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8205307537082657
gemma_3_4b_it+gpt_5+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8176667481990088
gemma_3_4b_it+gpt_5+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8141896121972384
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.8094747497248282
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8051764665630041
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8015273482770469
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8121822422558835
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8101659547146076
gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7968073900332535
gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8107976483743033
gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8067554277244906
gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7899371982575374
gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.803031692786135
gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,0.7813626529459383
gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,0.7691661061318145
gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,0.7874872241731747
gpt_120b_oss+gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,0.7909485268852898
gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.7730330686444083
gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.7905206640809267
gpt_120b_oss+gpt_5+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.7919927960351987
gpt_120b_oss+gpt_5+qwen3_235b_instruct+qwen3_30b_instruct,4,0.7789883874649848
gpt_120b_oss+gpt_5+qwen3_235b_instruct+qwen3_4b_instruct,4,0.7823004568723029
gpt_120b_oss+gpt_5+qwen3_30b_instruct+qwen3_4b_instruct,4,0.7967251297237801
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.7959023446372102
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8080896098677428
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8105004557075551
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8019854217260396
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8057673940516332
gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8126040993296877
gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8044608746673189
gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8062642317615063
gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8078741315349629
gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.810201625114291
gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,0.7986695304901841
gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,0.8116619275992802
gpt_5+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,0.8139559346809464
gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.805434712977037
gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8090521646836836
gpt_5+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8171184067997973
gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8079134417713484
gpt_5+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8095872206789314
gpt_5+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8124856226450257
gpt_5+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8146682507235996
llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,0.8003864414626902
llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,0.8028162144533548
llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.795036063502047
llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.8046297630903088
llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,0.800298357414493
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gemma_3_4b_it,5,0.8221396915248793
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gpt_120b_oss,5,0.8060957073221867
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+gpt_5,5,0.8038880943645345
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,5,0.8168209541447132
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct,5,0.8131318236538636
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct,5,0.8097095451909645
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct,5,0.8148739534949503
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_27b_it+qwen3_4b_instruct,5,0.8107763293307609
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss,5,0.8177047064960477
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+gpt_5,5,0.81473730362561
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,5,0.8281693410106848
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,5,0.8270894534587601
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct,5,0.8214888887224964
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct,5,0.8274501092782974
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gemma_3_4b_it+qwen3_4b_instruct,5,0.8233635086195493
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+gpt_5,5,0.7674643524792903
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,5,0.7972802308197245
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,5,0.8007613706418676
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct,5,0.7846672606880166
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct,5,0.8069110307435167
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_120b_oss+qwen3_4b_instruct,5,0.8097532232313929
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct,5,0.7945879996039856
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct,5,0.7982800419641973
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_235b_instruct,5,0.7824881424519771
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_30b_instruct,5,0.804838403729855
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+gpt_5+qwen3_4b_instruct,5,0.8078340933312368
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,5,0.8130906415014597
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,5,0.8013144178299585
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,5,0.818099472785253
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,5,0.821983282542012
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,5,0.8046757550269265
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,5,0.8167144629223354
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,5,0.8161429045647297
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct,5,0.8106900132032476
claude_4_5_haiku+claude_4_5_sonnet+gemma_3_12b_it+qwen3_235b_instruct+qwen3_4b_instruct,5,0.8140987722726809
