committee,n_members,n_eval_judges,MPA,MRD,MSD
gemma_3_12b_it+gemma_3_27b_it+gemma_3_4b_it,3,9,0.9175084175084175,0.8888888888888891,-0.11068731730413534
gemma_3_12b_it+gemma_3_27b_it+gpt_120b_oss,3,9,0.9427609427609427,0.574074074074074,-0.05484503644165914
gemma_3_12b_it+gemma_3_27b_it+gpt_5,3,9,0.9478114478114479,0.537037037037037,-0.05008052066053878
gemma_3_12b_it+gemma_3_27b_it+llama_4_maverick_17b_128e_instruct,3,9,0.9528619528619527,0.462962962962963,-0.10377676394162816
gemma_3_12b_it+gemma_3_27b_it+llama_4_scout_17b_16e_instruct,3,9,0.9427609427609429,0.574074074074074,-0.09896750523200482
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct,3,9,0.9410774410774412,0.5925925925925926,-0.08106171053728597
gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct,3,9,0.9444444444444444,0.5555555555555556,-0.11543432822844944
gemma_3_12b_it+gemma_3_27b_it+qwen3_4b_instruct,3,9,0.9494949494949496,0.5,-0.10928114839071096
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss,3,9,0.9057239057239058,1.0185185185185186,-0.05907540735340458
gemma_3_12b_it+gemma_3_4b_it+gpt_5,3,9,0.9292929292929293,0.7777777777777778,-0.052920305528318425
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,3,9,0.8855218855218855,1.1111111111111112,-0.11687476758071146
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,3,9,0.8905723905723906,1.1851851851851851,-0.10271888183139694
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct,3,9,0.9040404040404041,1.0370370370370372,-0.09398278298197182
gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct,3,9,0.8888888888888888,1.2037037037037037,-0.12004292954111555
gemma_3_12b_it+gemma_3_4b_it+qwen3_4b_instruct,3,9,0.9040404040404041,1.037037037037037,-0.1101194824355001
gemma_3_12b_it+gpt_120b_oss+gpt_5,3,9,0.9562289562289562,0.4444444444444444,0.08994040028039783
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,3,9,0.9494949494949496,0.5,-0.046444720035210454
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,3,9,0.9511784511784511,0.48148148148148145,-0.02489908441015308
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct,3,9,0.9461279461279462,0.537037037037037,0.002220771624926343
gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct,3,9,0.9494949494949496,0.4999999999999999,-0.060772164265950224
gemma_3_12b_it+gpt_120b_oss+qwen3_4b_instruct,3,9,0.9461279461279462,0.537037037037037,-0.04178145557977956
gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct,3,9,0.9579124579124579,0.42592592592592593,-0.04127964468390975
gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct,3,9,0.9478114478114479,0.537037037037037,-0.019521458981145694
gemma_3_12b_it+gpt_5+qwen3_235b_instruct,3,9,0.9545454545454545,0.4629629629629629,0.006248406685838176
gemma_3_12b_it+gpt_5+qwen3_30b_instruct,3,9,0.9579124579124579,0.4259259259259259,-0.05640306651043652
gemma_3_12b_it+gpt_5+qwen3_4b_instruct,3,9,0.9343434343434345,0.6851851851851851,-0.03700524650247162
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,3,9,0.9528619528619527,0.462962962962963,-0.08576728709740515
