Method,MRD-SP,MRD-SP_d_self,MRD-SP_d_other,MRD-FSP,MRD-FSP_d_family,MRD-FSP_d_nonfamily,MRD-FOSP,MRD-FOSP_d_family,MRD-FOSP_d_nonfamily,MSD-SP,MSD-SP_d_self,MSD-SP_d_other,MSD-SP-norm,MSD-SP-norm_d_self,MSD-SP-norm_d_other,MSD-FSP,MSD-FSP_d_family,MSD-FSP_d_nonfamily,MSD-FSP-norm,MSD-FSP-norm_d_family,MSD-FSP-norm_d_nonfamily,MSD-FOSP,MSD-FOSP_d_family,MSD-FOSP_d_nonfamily,MSD-FOSP-norm,MSD-FOSP-norm_d_family,MSD-FOSP-norm_d_nonfamily
SR,-0.8395061728395061,-0.6666666666666666,0.1728395061728395,-0.691358024691358,-0.5185185185185186,0.1728395061728395,-0.5617283950617284,-0.3888888888888889,0.1728395061728395,0.014822360514312865,0.02331938385495916,0.008497023340646297,0.029182612763673534,0.053967386619627127,0.0247847738559536,0.013955772965273033,0.02245279630591933,0.008497023340646297,0.02697539797237408,0.05176017182832768,0.0247847738559536,0.013521214617039876,0.022018237957686173,0.008497023340646297,0.026394484962322707,0.051179258818276306,0.0247847738559536
