committee,n_members,MSD-SP,MSD-FSP
gemma_3_12b_it+gpt_120b_oss+gpt_5,3,0.019785425878128253,0.016174414626129462
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,3,0.026904154004548417,0.01953488254716193
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,3,0.022461274142486783,0.016218946456071262
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct,3,0.025403283555204725,0.018188548059688045
gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct,3,0.02188581735733745,0.014867206530540501
gemma_3_12b_it+gpt_120b_oss+qwen3_4b_instruct,3,0.020920986716317994,0.014220192087459687
gemma_3_12b_it+gpt_5+llama_4_maverick_17b_128e_instruct,3,0.018172080460229938,0.015026601988799435
gemma_3_12b_it+gpt_5+llama_4_scout_17b_16e_instruct,3,0.014289688631717954,0.011762302748016634
gemma_3_12b_it+gpt_5+qwen3_235b_instruct,3,0.018739219619620995,0.014713217237705658
gemma_3_12b_it+gpt_5+qwen3_30b_instruct,3,0.013306427655744866,0.010874170788711038
gemma_3_12b_it+gpt_5+qwen3_4b_instruct,3,0.012197780461114015,0.010239845623451706
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,3,0.02807083289783742,0.021703023570693147
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,3,0.02591776596561922,0.019350962128641215
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,3,0.029224989117852405,0.022344605987260836
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,3,0.031792888572691164,0.025378016466855582
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,3,0.023678091125260346,0.01853340685958696
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,3,0.02715464242898626,0.02078615300218574
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,3,0.029429319946921963,0.02340408293331313
gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct,3,0.023323203247826555,0.01832915266665798
gemma_3_12b_it+qwen3_235b_instruct+qwen3_4b_instruct,3,0.022788902650142412,0.017837569620121375
gemma_3_12b_it+qwen3_30b_instruct+qwen3_4b_instruct,3,0.025373115254052666,0.018976292852123808
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss,3,0.018449293922396585,0.009177654793022868
gemma_3_27b_it+gemma_3_4b_it+gpt_5,3,0.005400055446467698,0.0054367013165275615
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct,3,0.020913742556154025,0.01421758271825907
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct,3,0.018274864497849173,0.011416009368244998
