Method,MRA,MRSPB,MRSPB_raw,MRSPB_other,MRSPB_ratio,MRSPB-F,MRSPB-F_raw,MRSPB-F_other,MRSPB-F_ratio,MRSPB-FO,MRSPB-FO_raw,MRSPB-FO_other,MRSPB-FO_ratio,MRSPB-err,MRSPB-err_raw,MRSPB-err_other,MRSPB-err_ratio,MRSPB-err-F,MRSPB-err-F_raw,MRSPB-err-F_other,MRSPB-err-F_ratio,MRSPB-err-FO,MRSPB-err-FO_raw,MRSPB-err-FO_other,MRSPB-err-FO_ratio
SR,0.8145082596792156,0.0057413004667403065,0.10275016354999583,0.09700886308325551,1.0434793547478973,0.004993920663854453,0.10200278374710997,0.09700886308325551,1.0359803733612427,0.004484343525523184,0.10149320660877872,0.09700886308325551,1.0288904615120695,0.0037806663447053665,0.3138843896776901,0.3101037233329847,1.0215731378897663,0.007958109495816181,0.31806183282880096,0.3101037233329847,1.0317525346278227,0.010564083277204789,0.3206678066101895,0.3101037233329847,1.0418092912131531
