Method,MRD-SP,MRD-SP_d_self,MRD-SP_d_other,MRD-FSP,MRD-FSP_d_family,MRD-FSP_d_nonfamily,MRD-FOSP,MRD-FOSP_d_family,MRD-FOSP_d_nonfamily,MSD-SP,MSD-SP_d_self,MSD-SP_d_other,MSD-SP-norm,MSD-SP-norm_d_self,MSD-SP-norm_d_other,MSD-FSP,MSD-FSP_d_family,MSD-FSP_d_nonfamily,MSD-FSP-norm,MSD-FSP-norm_d_family,MSD-FSP-norm_d_nonfamily,MSD-FOSP,MSD-FOSP_d_family,MSD-FOSP_d_nonfamily,MSD-FOSP-norm,MSD-FOSP-norm_d_family,MSD-FOSP-norm_d_nonfamily
SR,-0.8271604938271605,-0.6666666666666666,0.16049382716049382,-0.6419753086419753,-0.48148148148148145,0.16049382716049382,-0.4938271604938272,-0.3333333333333333,0.16049382716049382,0.014627159634439228,0.022634659472812593,0.008007499838373369,0.02864967634958787,0.053465331569301416,0.02481565521971354,0.01396007499878875,0.021967574837162114,0.008007499838373369,0.02690054772246999,0.051716202942183535,0.02481565521971354,0.01361164203782784,0.021619141876201207,0.008007499838373369,0.02655698266479546,0.05137263788450899,0.02481565521971354
