Method,MISPB,MISPB_raw,MISPB_other,MISPB_ratio,MISPB_n_t2w_self,MISPB_n_l2w_self,MISPB_n_l2t_self,MISPB_n_t2w_other,MISPB_n_l2w_other,MISPB_n_l2t_other,MISPB-F,MISPB-F_raw,MISPB-F_other,MISPB-F_ratio,MISPB-F_n_t2w_self,MISPB-F_n_l2w_self,MISPB-F_n_l2t_self,MISPB-F_n_t2w_other,MISPB-F_n_l2w_other,MISPB-F_n_l2t_other,MISPB-FO,MISPB-FO_raw,MISPB-FO_other,MISPB-FO_ratio,MISPB-FO_n_t2w_self,MISPB-FO_n_l2w_self,MISPB-FO_n_l2t_self,MISPB-FO_n_t2w_other,MISPB-FO_n_l2w_other,MISPB-FO_n_l2t_other,HSPP,HSPP_raw,HSPP_other,HSPP_ratio,HSPP_n_t2w_self,HSPP_n_l2w_self,HSPP_n_l2t_self,HSPP_n_t2w_other,HSPP_n_l2w_other,HSPP_n_l2t_other,HSPP-F,HSPP-F_raw,HSPP-F_other,HSPP-F_ratio,HSPP-F_n_t2w_self,HSPP-F_n_l2w_self,HSPP-F_n_l2t_self,HSPP-F_n_t2w_other,HSPP-F_n_l2w_other,HSPP-F_n_l2t_other,HSPP-FO,HSPP-FO_raw,HSPP-FO_other,HSPP-FO_ratio,HSPP-FO_n_t2w_self,HSPP-FO_n_l2w_self,HSPP-FO_n_l2t_self,HSPP-FO_n_t2w_other,HSPP-FO_n_l2w_other,HSPP-FO_n_l2t_other
SR,0.014326868686868693,0.1905979797979798,0.1762711111111111,1.0797330920719848,23433,46117,24796,208228,391130,214555,0.01214673400673401,0.18841784511784512,0.1762711111111111,1.06792732693679,64495,124051,65754,208228,391130,214555,0.010761212121212125,0.18703232323232322,0.1762711111111111,1.0605068594195357,41062,77934,40958,208228,391130,214555,0.01102345727709619,0.3639535427838292,0.35293008550673294,1.0397675589890631,0,46117,24796,0,391130,214555,0.018352390110118355,0.37128247561685135,0.35293008550673294,1.0550836446835083,0,124051,65754,0,391130,214555,0.02460398237470013,0.37753406788143307,0.35293008550673294,1.070931780099445,0,77934,40958,0,391130,214555
