Method,MISPB,MISPB_raw,MISPB_other,MISPB_ratio,MISPB_n_t2w_self,MISPB_n_l2w_self,MISPB_n_l2t_self,MISPB_n_t2w_other,MISPB_n_l2w_other,MISPB_n_l2t_other,MISPB-F,MISPB-F_raw,MISPB-F_other,MISPB-F_ratio,MISPB-F_n_t2w_self,MISPB-F_n_l2w_self,MISPB-F_n_l2t_self,MISPB-F_n_t2w_other,MISPB-F_n_l2w_other,MISPB-F_n_l2t_other,MISPB-FO,MISPB-FO_raw,MISPB-FO_other,MISPB-FO_ratio,MISPB-FO_n_t2w_self,MISPB-FO_n_l2w_self,MISPB-FO_n_l2t_self,MISPB-FO_n_t2w_other,MISPB-FO_n_l2w_other,MISPB-FO_n_l2t_other,HSPP,HSPP_raw,HSPP_other,HSPP_ratio,HSPP_n_t2w_self,HSPP_n_l2w_self,HSPP_n_l2t_self,HSPP_n_t2w_other,HSPP_n_l2w_other,HSPP_n_l2t_other,HSPP-F,HSPP-F_raw,HSPP-F_other,HSPP-F_ratio,HSPP-F_n_t2w_self,HSPP-F_n_l2w_self,HSPP-F_n_l2t_self,HSPP-F_n_t2w_other,HSPP-F_n_l2w_other,HSPP-F_n_l2t_other,HSPP-FO,HSPP-FO_raw,HSPP-FO_other,HSPP-FO_ratio,HSPP-FO_n_t2w_self,HSPP-FO_n_l2w_self,HSPP-FO_n_l2t_self,HSPP-FO_n_t2w_other,HSPP-FO_n_l2w_other,HSPP-FO_n_l2t_other
SR,0.015363928170594843,0.21313131313131312,0.1977673849607183,1.0778104043367591,36659,28875,39966,323302,233416,356652,0.01313598204264872,0.210903367003367,0.1977673849607183,1.06685231005752,100785,77537,105876,323302,233416,356652,0.01166392817059485,0.20943131313131313,0.1977673849607183,1.0596933348668343,64126,48662,65910,323302,233416,356652,0.009802013387108217,0.3963211116841685,0.3865190982970603,1.0330617654939676,0,28875,39966,0,233416,356652,0.018258555833705052,0.4047776541307654,0.3865190982970603,1.0501114433849559,0,77537,105876,0,233416,356652,0.025604806738365692,0.412123905035426,0.3865190982970603,1.0676354329336133,0,48662,65910,0,233416,356652
