Committee,Size,Method,MRA,MRSPB_median,MRSPB_mean,MRSPB_median_aware,MRSPB_mean_aware
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8913868904876099,0.01625366373567813,0.012057021049826814,0.019698526892771497,0.01550188420692018
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.9009792166266987,0.018385291766586723,0.012989608313349311,0.022096608427543685,0.016700924974306273
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8889888089528377,0.014388489208633094,0.011091127098321343,0.017557382665296335,0.014260020554984584
gemma_3_12b_it+gemma_3_27b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8973820943245404,0.018851585398347998,0.01345590194511059,0.022696128811236727,0.01730044535799932
gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8831934452438049,0.018918198774313874,0.0192179589661604,0.024409044193216857,0.02470880438506338
gemma_3_12b_it+gemma_3_27b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8981814548361311,0.01958433253397282,0.01988409272581934,0.02526550188420692,0.02556526207605344
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,SR,0.9048760991207034,0.010225153210764722,0.017449373834265917,0.01370332305584104,0.021754025351147656
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,AR,0.908273381294964,0.011564082067679192,0.019237942978950175,0.015673175745118194,0.02419492977046934
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,SR,0.9027777777777778,0.012316813216093792,0.01933120170530242,0.017471736896197323,0.024323398424117838
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,AR,0.9058752997601919,0.019984012789768184,0.023731015187849723,0.026378896882494007,0.030018842069201787
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,4,SR,0.9148681055155875,0.003110844657607248,0.008816280309086068,0.00576681511933309,0.011105401393171168
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,4,AR,0.9160671462829736,0.007940314415134556,0.011131095123900878,0.009763617677286743,0.014031631837387235
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,4,SR,0.9046762589928058,0.014188649080735409,0.019890754063415932,0.02055498458376156,0.02577937649880095
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,4,AR,0.9080735411670664,0.019251265654143354,0.024263922195576874,0.02703551444558639,0.031546191618134066
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,4,SR,0.9034772182254197,0.014921396216360246,0.02008393285371703,0.02165410528719881,0.026328936850519583
gemma_3_12b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,4,AR,0.9102717825739408,0.020050626165734088,0.024353850253130836,0.02813463514902365,0.031795991778006176
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.8815947242206235,0.01707300826005862,0.022168931521449508,0.02272824597464885,0.027824169236039736
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.888189448441247,0.019464428457234215,0.022462030375699445,0.025158444672833166,0.028156046591298396
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.8943844924060751,0.007926991739941394,0.01377564614974688,0.011290967226219022,0.016865079365079364
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.8991806554756195,0.006254996003197441,0.013619104716227022,0.008821514217197672,0.01655818202580793
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.8918864908073542,0.016053823607780446,0.020610178523847594,0.021240150736553616,0.026164782459746492
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.9004796163069544,0.020317079669597657,0.022455369038102854,0.026207605344295996,0.0288198013018157
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.888189448441247,0.017053024247268858,0.0189714894750866,0.02172547676144798,0.02426630124471851
gemma_3_12b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.8967825739408474,0.020783373301358918,0.02328803623767653,0.026992691561036883,0.02994033344752769
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8864908073541167,0.014415134559019452,0.01793232081001865,0.018071257279890375,0.022781774580335735
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8919864108713029,0.016939781508126833,0.020493605115907282,0.021240150736553616,0.026143371017471738
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8798960831334932,0.015720756727950973,0.02420397015720757,0.023709603745574973,0.0317674431883065
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8957833733013589,0.021116440181188384,0.029336530775379694,0.03073255681169349,0.03849063606257849
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8722022382094324,0.017585931254996003,0.024916733280042635,0.02572227931940163,0.03273095809067034
gemma_3_12b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8861910471622702,0.021742605915267783,0.029856115107913667,0.031103688477789194,0.03919007651022039
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8913868904876099,0.015321076472155602,0.018918198774313874,0.020726276121959576,0.024323398424117848
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.9002797761790567,0.020317079669597657,0.022115640820676796,0.026635834189791027,0.028434395340870167
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.890087929656275,0.01532107647215561,0.018318678390620836,0.020554984583761572,0.0235525865022268
gemma_3_12b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.89828137490008,0.020783373301358925,0.02168265387689849,0.026978417266187056,0.027877697841726622
gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8839928057553957,0.01965094590993871,0.028044231281641352,0.027663583418979093,0.036056868790681734
gemma_3_12b_it+gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8992805755395683,0.021516120436983747,0.030808686384225955,0.030318602261048308,0.03961116820829051
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.8916866506794564,-0.005755395683453238,0.0013822275512923015,-0.004496402877697838,0.0023695329450725174
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.8962829736211031,-0.0028177458033573077,0.0036903810285105303,-0.0017985611510791324,0.00553128925431084
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.9028776978417267,-0.005002664535038632,-0.004046762589928057,-0.007950782231357766,-0.0058595980358570245
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.9067745803357314,-0.005349054090061298,-0.002211564082067685,-0.007365536142514562,-0.0031974420463629066
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.8980815347721822,-0.0025246469491073814,-0.0005695443645083974,-0.004382208518899165,-0.0007993605115907288
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.9078737010391686,-0.003517186250999206,0.0016187050359712223,-0.004353659929199498,0.002412355829622015
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.8957833733013589,-0.0003730349054089921,0.0022215560884625736,-0.000885006280689736,0.003283087815461912
gemma_3_12b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.9031774580335732,-0.0027644551025846065,0.00254796163069544,-0.0030546990978645716,0.003768413840356281
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8987809752198241,-0.003477218225419656,0.00045963229416467327,-0.0037969624300559536,0.0007708119218910597
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.9047761790567546,-0.005815347721822548,0.0005895283772981551,-0.005581249286285263,0.000949240607513991
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8896882494004796,-0.0030242472688515945,0.0025113242739141974,-0.002398081534772188,0.0037398652506566155
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.9049760191846523,-0.0009925393018918177,0.005365707434052756,0.0011276692931369223,0.00790795934680827
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8794964028776978,-0.0017852384758859537,0.003693711697308824,-0.0010991207034372515,0.005467054927486581
gemma_3_12b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.893784972022382,0.0005795363709032789,0.007497335464961362,0.002911956149366214,0.011012618476647248
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.9042765787370104,0.002484678923527852,0.0030742073008260123,0.004153819801301816,0.004260877012675579
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.9131694644284573,0.004956035171862508,0.0041433519850785985,0.00599520383693046,0.006166495375128469
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.9000799360511591,0.000939248601119113,0.002268185451638696,0.001113394998287092,0.003368733584560926
gemma_3_12b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.9080735411670664,-0.0006528110844657709,0.002138289368505188,-0.00025693730729701644,0.0034329679113851777
gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8940847322142286,0.007993605115907257,0.006987743138822266,0.009249743062692703,0.00964942331848807
gemma_3_12b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.9079736211031175,0.004929389821476157,0.009632294164668268,0.008050702295306605,0.01366763731871645
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8788968824940048,-0.004156674660271781,0.0016386890487609922,-0.002947641886490819,0.0027977617905675396
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8886890487609912,-0.006834532374100734,-0.00041966426858513865,-0.006744604316546755,-7.494004796162503e-05
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8720023980815348,-0.0025646149746869212,0.0013655742073008237,-0.00202338129496403,0.0025229816147082328
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8864908073541167,0.0030309086064481752,0.00549560351718625,0.00509592326139089,0.00834332533972822
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8623101518784972,0.0021116440181188356,0.004343192112976284,0.003597122302158265,0.006694644284572332
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8791966426858513,0.0033040234479083386,0.007134292565947241,0.006020183852917672,0.010616506794564353
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8892885691446842,-0.0029976019184652196,-0.0008926192379429751,-0.003682768071257291,-0.001056297818887754
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8999800159872102,-0.006661337596589385,-0.0012756461497468643,-0.007022953066118533,-0.0013346465684595191
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8857913669064749,-0.00413002930988542,-0.000959232613908869,-0.004624871531346348,-0.001070572113737579
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8911870503597122,-0.007733812949640293,-0.0013689048760991262,-0.007793764988009589,-0.0013489208633093493
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8802957633892886,0.004263256061817225,0.0032940314415134606,0.0035971223021582788,0.0045178143199725955
gemma_3_12b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.894484412470024,0.006128430588862241,0.006807887023714366,0.006680369989722518,0.009463857485440222
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8772981614708233,0.004016786570743398,0.0034072741806554733,0.005053100376841375,0.005331449126413148
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8924860111910472,0.0041233679722888425,0.0050925925925925965,0.005909558067831451,0.00769384492406075
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8682054356514788,0.001398880895283769,0.0036304289901412153,0.002655018842069201,0.005616935023409842
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8831934452438049,0.0005462296829203336,0.004169997335464963,0.0022267899965741703,0.006487667009249739
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8657074340527577,0.0054622968292033156,0.008609778843591796,0.0075368276807125725,0.012161699212058922
gemma_3_12b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.885091926458833,0.0060618172128963435,0.013216093791633361,0.010191846522781788,0.01876356058010735
gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8832933653077538,0.010791366906474816,0.006195043964828135,0.011690647482014392,0.008168465227817749
gemma_3_12b_it+qwen3_235b_instruct+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8958832933653078,0.006927791100452975,0.006794564348521187,0.009592326139088746,0.009892086330935267
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,SR,0.9052757793764988,0.01203703703703704,0.018421929123367972,0.01567317574511819,0.02291024323398424
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct,4,AR,0.9078737010391686,0.013076205702104986,0.01901145750066613,0.016957862281603293,0.023766700924974304
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,SR,0.9102717825739408,0.01859179323208101,0.023028244071409538,0.024837273038711888,0.029119561493662207
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct,4,AR,0.9048760991207034,0.019910738076205706,0.022608579802824408,0.025865022267899974,0.02856286399451868
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,4,SR,0.9149680255795364,0.010431654676259002,0.013509192645883298,0.014916638118076968,0.017350405389973733
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_235b_instruct,4,AR,0.9159672262190248,0.011777244870770052,0.012849720223820946,0.014131551901336074,0.01635834189791024
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,4,SR,0.9086730615507594,0.017186250999200632,0.02054023447908339,0.023723878040424813,0.026550188420692022
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_30b_instruct,4,AR,0.9081734612310152,0.01885158539834799,0.02321476152411404,0.026121959575196994,0.03001884206920179
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,4,SR,0.9073741007194245,0.019384492406075142,0.022668531841193714,0.026892771497088033,0.029633436108256243
gemma_3_27b_it+gemma_3_4b_it+gpt_120b_oss+qwen3_4b_instruct,4,AR,0.9094724220623501,0.01865174527045032,0.022298827604583005,0.025807925088500633,0.028962544250314037
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.886990407673861,0.020690114575006663,0.024287236877164935,0.026892771497088047,0.03048989379924632
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.8874900079936051,0.017033040234479095,0.021829203304023458,0.022567660157588217,0.02736382322713258
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.8972821742605915,0.007727151612043695,0.013452571276312279,0.010934109854973166,0.01647253625670892
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.8989808153477218,0.008300026645350386,0.014508393285371703,0.011133949982870844,0.017714399908644513
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.8959832134292566,0.016653343991473488,0.020460298427924326,0.021925316889345674,0.026079136690647486
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.8998800959232613,0.018918198774313888,0.021316280309086066,0.024409044193216857,0.027235354573484066
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.8921862509992007,0.019650945909938718,0.020876632027711166,0.025065661756309233,0.026835674317688702
gemma_3_27b_it+gemma_3_4b_it+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.89568345323741,0.019850786037836396,0.021999067412736485,0.025636633550302615,0.02827737809752199
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8903876898481216,0.015833999467092998,0.019441113775646154,0.020041109969167525,0.024822998743862058
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.8911870503597122,0.017159605648814268,0.020137223554489728,0.02124015073655361,0.025622359255452774
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8811950439648282,0.01925126565414336,0.026475486277644556,0.028091812264474138,0.03481500513874614
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8935851318944844,0.018318678390620832,0.028383959499067406,0.02756366335503025,0.03716312664154389
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8732014388489209,0.020650146549427123,0.025589528377298165,0.0289910928400137,0.03363737581363481
gemma_3_27b_it+gemma_3_4b_it+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8844924060751399,0.02011723954169997,0.028980149213962164,0.029647710403106084,0.038033858627383815
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8952837729816147,0.01931787903010923,0.020816679989341846,0.02526550188420692,0.026764302843439534
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.9002797761790567,0.018252065014654942,0.021249666933120172,0.024323398424117855,0.027321000342583085
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8945843325339728,0.017186250999200646,0.019884092725819348,0.022867420349434744,0.025565262076053447
gemma_3_27b_it+gemma_3_4b_it+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8968824940047961,0.017719158006927797,0.019817479349853458,0.023381294964028777,0.025479616306954438
gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8860911270983214,0.02038369304556354,0.027577937649880088,0.028263103802672142,0.03545734840698869
gemma_3_27b_it+gemma_3_4b_it+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.8975819344524381,0.019251265654143347,0.029742872368771645,0.027749229188078116,0.03824083590270642
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,SR,0.896382893685052,-0.006354916067146294,0.002697841726618695,-0.0043465227817745845,0.0042430341441132766
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct,4,AR,0.8952837729816147,-0.0031774580335731523,0.004596322941646677,-0.0008992805755395593,0.006744604316546766
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,SR,0.9037769784172662,-0.005062616573407938,-4.9960031974423044e-05,-0.005624072170834767,-4.996003197442478e-05
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct,4,AR,0.9052757793764988,-0.0055022648547828415,-0.0005728750333066877,-0.006480529861824819,-0.0008279091012903909
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,SR,0.9019784172661871,-0.0028377298161470846,0.0019451105782041025,-0.003168893456663234,0.0028477218225419695
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_30b_instruct,4,AR,0.9066746602717826,-0.005395683453237411,0.0019184652278177484,-0.005823912298732442,0.0028191732328422953
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,SR,0.9002797761790567,-0.0022981614708233386,0.0031208366640021346,-0.002026949868676492,0.004567774351947012
gemma_3_27b_it+gpt_120b_oss+llama_4_maverick_17b_128e_instruct+qwen3_4b_instruct,4,AR,0.903876898481215,-0.00420996536104451,0.002651212363442571,-0.004253739865250662,0.0038968824940047928
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.9035771382893685,-0.003563815614175316,0.0034772182254196662,-0.0014274294849834397,0.005153020440790223
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.9037769784172662,-0.004323208100186524,0.0025279776179056735,-0.0027121160214685393,0.0037684138403562863
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8924860111910472,-0.00219824140687451,0.0052424726885158465,0.00011419435879866935,0.00770811921891058
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.9035771382893685,0.001212363442579259,0.005458966160405008,0.003254539225762229,0.00803642800045677
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.8829936051159073,-0.001552091660005337,0.00537569944044764,0.0006851661527920508,0.007907959346808267
gemma_3_27b_it+gpt_120b_oss+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8940847322142286,0.0018784972022382052,0.007107647215560885,0.0047533401849948614,0.010448783830078795
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.9074740207833732,0.0047295496935784685,0.007587263522515318,0.007793764988009582,0.01064148681055155
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.9123701039168665,0.004396482813748992,0.005961897148947501,0.006509078451524486,0.008700182710974072
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.90517585931255,0.001072475353050887,0.005698774313882224,0.0031688934566632444,0.008250542423204294
gemma_3_27b_it+gpt_120b_oss+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.9088729016786571,-0.0020983213429256603,0.0037136957100985836,-0.0005995203836930522,0.005674032202809176
gemma_3_27b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,SR,0.8970823341326939,0.009192645883293347,0.010071942446043158,0.0119904076738609,0.013967397510562972
gemma_3_27b_it+gpt_120b_oss+qwen3_30b_instruct+qwen3_4b_instruct,4,AR,0.908273381294964,0.004329869437783115,0.008040234479083409,0.00676601575882152,0.011405161585017701
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,SR,0.8839928057553957,-0.004836131095123906,0.0011923794297894943,-0.0036221023181454877,0.002273181454836126
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_235b_instruct,4,AR,0.888189448441247,-0.0062350119904076885,0.0019118038902211504,-0.004746203037569941,0.0031974420463629152
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,SR,0.8748001598721024,-0.0018385291766586723,0.0037236877164934738,0.0,0.005795363709032773
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_30b_instruct,4,AR,0.8852917665867306,0.0035438316013855567,0.0055755395683453265,0.005720423661071138,0.008468225419664268
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,SR,0.864908073541167,0.0029309885424993326,0.006628030908606449,0.005495603517186254,0.009892086330935251
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+llama_4_scout_17b_16e_instruct+qwen3_4b_instruct,4,AR,0.8791966426858513,0.004130029309885416,0.006894484412470012,0.00671962430055955,0.010266786570743407
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,SR,0.8919864108713029,-0.001265654143351981,0.001865174527045035,-0.0007708119218910667,0.002776350348292789
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_30b_instruct,4,AR,0.8983812949640287,-0.0065281108446575906,0.00034638955502266054,-0.005995203836930453,0.0009706520497887432
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,SR,0.8888888888888888,-0.003463895550226484,0.000666133759658941,-0.003083247687564225,0.0012061779148110092
gemma_3_27b_it+llama_4_maverick_17b_128e_instruct+qwen3_235b_instruct+qwen3_4b_instruct,4,AR,0.8915867306155076,-0.007733812949640293,0.0006628030908606419,-0.006680369989722514,0.0015130752540824452
